18:15:47,INFO,Mensaje especial registrado en formato CSV
18:15:49,INFO,Mensaje especial registrado en formato CSV
18:15:51,INFO,Mensaje especial registrado en formato CSV
18:15:53,INFO,Mensaje especial registrado en formato CSV
18:15:55,INFO,Mensaje especial registrado en formato CSV
18:15:57,INFO,Mensaje especial registrado en formato CSV
18:15:59,INFO,Mensaje especial registrado en formato CSV
18:16:01,INFO,Mensaje especial registrado en formato CSV
18:16:03,INFO,Mensaje especial registrado en formato CSV
18:16:05,INFO,Mensaje especial registrado en formato CSV
18:16:07,INFO,Mensaje especial registrado en formato CSV
18:17:02,INFO,Mensaje especial registrado en formato CSV
18:17:04,INFO,Mensaje especial registrado en formato CSV
18:17:06,INFO,Mensaje especial registrado en formato CSV
